sample_id,image_id,image_path,part_category,part_family,text_category,text_family,description,text_mode,label,source
external_v1_taillight_02_ba16de0efc3b__clean__match,external_v1_taillight_02_ba16de0efc3b,external_audit/images/taillight/external_v1_1_taillight_02.jpg,taillight,lighting,taillight,lighting,This automotive part is a taillight.,clean,MATCH,external_audit_v1
external_v1_taillight_02_ba16de0efc3b__clean__mismatch,external_v1_taillight_02_ba16de0efc3b,external_audit/images/taillight/external_v1_1_taillight_02.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MISMATCH,external_audit_v1
external_v1_taillight_02_ba16de0efc3b__clean__partial_match,external_v1_taillight_02_ba16de0efc3b,external_audit/images/taillight/external_v1_1_taillight_02.jpg,taillight,lighting,headlight,lighting,This automotive part is a headlight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_02_ba16de0efc3b__natural__match,external_v1_taillight_02_ba16de0efc3b,external_audit/images/taillight/external_v1_1_taillight_02.jpg,taillight,lighting,taillight,lighting,I need a rear tail lamp.,natural,MATCH,external_audit_v1
external_v1_taillight_02_ba16de0efc3b__natural__mismatch,external_v1_taillight_02_ba16de0efc3b,external_audit/images/taillight/external_v1_1_taillight_02.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MISMATCH,external_audit_v1
external_v1_taillight_02_ba16de0efc3b__natural__partial_match,external_v1_taillight_02_ba16de0efc3b,external_audit/images/taillight/external_v1_1_taillight_02.jpg,taillight,lighting,headlight,lighting,I need a front headlamp.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_03_1f54c949e4da__clean__match,external_v1_taillight_03_1f54c949e4da,external_audit/images/taillight/external_v1_1_taillight_03.jpg,taillight,lighting,taillight,lighting,This automotive part is a taillight.,clean,MATCH,external_audit_v1
external_v1_taillight_03_1f54c949e4da__clean__mismatch,external_v1_taillight_03_1f54c949e4da,external_audit/images/taillight/external_v1_1_taillight_03.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MISMATCH,external_audit_v1
external_v1_taillight_03_1f54c949e4da__clean__partial_match,external_v1_taillight_03_1f54c949e4da,external_audit/images/taillight/external_v1_1_taillight_03.jpg,taillight,lighting,headlight,lighting,This automotive part is a headlight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_03_1f54c949e4da__natural__match,external_v1_taillight_03_1f54c949e4da,external_audit/images/taillight/external_v1_1_taillight_03.jpg,taillight,lighting,taillight,lighting,I need a rear tail lamp.,natural,MATCH,external_audit_v1
external_v1_taillight_03_1f54c949e4da__natural__mismatch,external_v1_taillight_03_1f54c949e4da,external_audit/images/taillight/external_v1_1_taillight_03.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MISMATCH,external_audit_v1
external_v1_taillight_03_1f54c949e4da__natural__partial_match,external_v1_taillight_03_1f54c949e4da,external_audit/images/taillight/external_v1_1_taillight_03.jpg,taillight,lighting,headlight,lighting,I need a front headlamp.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_04_2cd31a6a70a8__clean__match,external_v1_taillight_04_2cd31a6a70a8,external_audit/images/taillight/external_v1_1_taillight_04.jpg,taillight,lighting,taillight,lighting,This automotive part is a taillight.,clean,MATCH,external_audit_v1
external_v1_taillight_04_2cd31a6a70a8__clean__mismatch,external_v1_taillight_04_2cd31a6a70a8,external_audit/images/taillight/external_v1_1_taillight_04.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MISMATCH,external_audit_v1
external_v1_taillight_04_2cd31a6a70a8__clean__partial_match,external_v1_taillight_04_2cd31a6a70a8,external_audit/images/taillight/external_v1_1_taillight_04.jpg,taillight,lighting,headlight,lighting,This automotive part is a headlight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_04_2cd31a6a70a8__natural__match,external_v1_taillight_04_2cd31a6a70a8,external_audit/images/taillight/external_v1_1_taillight_04.jpg,taillight,lighting,taillight,lighting,I need a rear tail lamp.,natural,MATCH,external_audit_v1
external_v1_taillight_04_2cd31a6a70a8__natural__mismatch,external_v1_taillight_04_2cd31a6a70a8,external_audit/images/taillight/external_v1_1_taillight_04.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MISMATCH,external_audit_v1
external_v1_taillight_04_2cd31a6a70a8__natural__partial_match,external_v1_taillight_04_2cd31a6a70a8,external_audit/images/taillight/external_v1_1_taillight_04.jpg,taillight,lighting,headlight,lighting,I need a front headlamp.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_05_97b8ba099eec__clean__match,external_v1_taillight_05_97b8ba099eec,external_audit/images/taillight/external_v1_1_taillight_05.jpg,taillight,lighting,taillight,lighting,This automotive part is a taillight.,clean,MATCH,external_audit_v1
external_v1_taillight_05_97b8ba099eec__clean__mismatch,external_v1_taillight_05_97b8ba099eec,external_audit/images/taillight/external_v1_1_taillight_05.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MISMATCH,external_audit_v1
external_v1_taillight_05_97b8ba099eec__clean__partial_match,external_v1_taillight_05_97b8ba099eec,external_audit/images/taillight/external_v1_1_taillight_05.jpg,taillight,lighting,headlight,lighting,This automotive part is a headlight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_05_97b8ba099eec__natural__match,external_v1_taillight_05_97b8ba099eec,external_audit/images/taillight/external_v1_1_taillight_05.jpg,taillight,lighting,taillight,lighting,I need a rear tail lamp.,natural,MATCH,external_audit_v1
external_v1_taillight_05_97b8ba099eec__natural__mismatch,external_v1_taillight_05_97b8ba099eec,external_audit/images/taillight/external_v1_1_taillight_05.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MISMATCH,external_audit_v1
external_v1_taillight_05_97b8ba099eec__natural__partial_match,external_v1_taillight_05_97b8ba099eec,external_audit/images/taillight/external_v1_1_taillight_05.jpg,taillight,lighting,headlight,lighting,I need a front headlamp.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_06_f36f9676225c__clean__match,external_v1_taillight_06_f36f9676225c,external_audit/images/taillight/external_v1_1_taillight_06.jpg,taillight,lighting,taillight,lighting,This automotive part is a taillight.,clean,MATCH,external_audit_v1
external_v1_taillight_06_f36f9676225c__clean__mismatch,external_v1_taillight_06_f36f9676225c,external_audit/images/taillight/external_v1_1_taillight_06.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MISMATCH,external_audit_v1
external_v1_taillight_06_f36f9676225c__clean__partial_match,external_v1_taillight_06_f36f9676225c,external_audit/images/taillight/external_v1_1_taillight_06.jpg,taillight,lighting,headlight,lighting,This automotive part is a headlight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_06_f36f9676225c__natural__match,external_v1_taillight_06_f36f9676225c,external_audit/images/taillight/external_v1_1_taillight_06.jpg,taillight,lighting,taillight,lighting,I need a rear tail lamp.,natural,MATCH,external_audit_v1
external_v1_taillight_06_f36f9676225c__natural__mismatch,external_v1_taillight_06_f36f9676225c,external_audit/images/taillight/external_v1_1_taillight_06.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MISMATCH,external_audit_v1
external_v1_taillight_06_f36f9676225c__natural__partial_match,external_v1_taillight_06_f36f9676225c,external_audit/images/taillight/external_v1_1_taillight_06.jpg,taillight,lighting,headlight,lighting,I need a front headlamp.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_07_aa9e471e5f16__clean__match,external_v1_taillight_07_aa9e471e5f16,external_audit/images/taillight/external_v1_1_taillight_07.jpg,taillight,lighting,taillight,lighting,This automotive part is a taillight.,clean,MATCH,external_audit_v1
external_v1_taillight_07_aa9e471e5f16__clean__mismatch,external_v1_taillight_07_aa9e471e5f16,external_audit/images/taillight/external_v1_1_taillight_07.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MISMATCH,external_audit_v1
external_v1_taillight_07_aa9e471e5f16__clean__partial_match,external_v1_taillight_07_aa9e471e5f16,external_audit/images/taillight/external_v1_1_taillight_07.jpg,taillight,lighting,headlight,lighting,This automotive part is a headlight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_07_aa9e471e5f16__natural__match,external_v1_taillight_07_aa9e471e5f16,external_audit/images/taillight/external_v1_1_taillight_07.jpg,taillight,lighting,taillight,lighting,I need a rear tail lamp.,natural,MATCH,external_audit_v1
external_v1_taillight_07_aa9e471e5f16__natural__mismatch,external_v1_taillight_07_aa9e471e5f16,external_audit/images/taillight/external_v1_1_taillight_07.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MISMATCH,external_audit_v1
external_v1_taillight_07_aa9e471e5f16__natural__partial_match,external_v1_taillight_07_aa9e471e5f16,external_audit/images/taillight/external_v1_1_taillight_07.jpg,taillight,lighting,headlight,lighting,I need a front headlamp.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_08_51c9beff9d5e__clean__match,external_v1_taillight_08_51c9beff9d5e,external_audit/images/taillight/external_v1_1_taillight_08.jpg,taillight,lighting,taillight,lighting,This automotive part is a taillight.,clean,MATCH,external_audit_v1
external_v1_taillight_08_51c9beff9d5e__clean__mismatch,external_v1_taillight_08_51c9beff9d5e,external_audit/images/taillight/external_v1_1_taillight_08.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MISMATCH,external_audit_v1
external_v1_taillight_08_51c9beff9d5e__clean__partial_match,external_v1_taillight_08_51c9beff9d5e,external_audit/images/taillight/external_v1_1_taillight_08.jpg,taillight,lighting,headlight,lighting,This automotive part is a headlight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_08_51c9beff9d5e__natural__match,external_v1_taillight_08_51c9beff9d5e,external_audit/images/taillight/external_v1_1_taillight_08.jpg,taillight,lighting,taillight,lighting,I need a rear tail lamp.,natural,MATCH,external_audit_v1
external_v1_taillight_08_51c9beff9d5e__natural__mismatch,external_v1_taillight_08_51c9beff9d5e,external_audit/images/taillight/external_v1_1_taillight_08.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MISMATCH,external_audit_v1
external_v1_taillight_08_51c9beff9d5e__natural__partial_match,external_v1_taillight_08_51c9beff9d5e,external_audit/images/taillight/external_v1_1_taillight_08.jpg,taillight,lighting,headlight,lighting,I need a front headlamp.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_09_ffae12ad21ab__clean__match,external_v1_taillight_09_ffae12ad21ab,external_audit/images/taillight/external_v1_1_taillight_09.jpg,taillight,lighting,taillight,lighting,This automotive part is a taillight.,clean,MATCH,external_audit_v1
external_v1_taillight_09_ffae12ad21ab__clean__mismatch,external_v1_taillight_09_ffae12ad21ab,external_audit/images/taillight/external_v1_1_taillight_09.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MISMATCH,external_audit_v1
external_v1_taillight_09_ffae12ad21ab__clean__partial_match,external_v1_taillight_09_ffae12ad21ab,external_audit/images/taillight/external_v1_1_taillight_09.jpg,taillight,lighting,headlight,lighting,This automotive part is a headlight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_09_ffae12ad21ab__natural__match,external_v1_taillight_09_ffae12ad21ab,external_audit/images/taillight/external_v1_1_taillight_09.jpg,taillight,lighting,taillight,lighting,I need a rear tail lamp.,natural,MATCH,external_audit_v1
external_v1_taillight_09_ffae12ad21ab__natural__mismatch,external_v1_taillight_09_ffae12ad21ab,external_audit/images/taillight/external_v1_1_taillight_09.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MISMATCH,external_audit_v1
external_v1_taillight_09_ffae12ad21ab__natural__partial_match,external_v1_taillight_09_ffae12ad21ab,external_audit/images/taillight/external_v1_1_taillight_09.jpg,taillight,lighting,headlight,lighting,I need a front headlamp.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_10_74786f3c9a07__clean__match,external_v1_taillight_10_74786f3c9a07,external_audit/images/taillight/external_v1_1_taillight_10.jpg,taillight,lighting,taillight,lighting,This automotive part is a taillight.,clean,MATCH,external_audit_v1
external_v1_taillight_10_74786f3c9a07__clean__mismatch,external_v1_taillight_10_74786f3c9a07,external_audit/images/taillight/external_v1_1_taillight_10.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MISMATCH,external_audit_v1
external_v1_taillight_10_74786f3c9a07__clean__partial_match,external_v1_taillight_10_74786f3c9a07,external_audit/images/taillight/external_v1_1_taillight_10.jpg,taillight,lighting,headlight,lighting,This automotive part is a headlight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_10_74786f3c9a07__natural__match,external_v1_taillight_10_74786f3c9a07,external_audit/images/taillight/external_v1_1_taillight_10.jpg,taillight,lighting,taillight,lighting,I need a rear tail lamp.,natural,MATCH,external_audit_v1
external_v1_taillight_10_74786f3c9a07__natural__mismatch,external_v1_taillight_10_74786f3c9a07,external_audit/images/taillight/external_v1_1_taillight_10.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MISMATCH,external_audit_v1
external_v1_taillight_10_74786f3c9a07__natural__partial_match,external_v1_taillight_10_74786f3c9a07,external_audit/images/taillight/external_v1_1_taillight_10.jpg,taillight,lighting,headlight,lighting,I need a front headlamp.,natural,PARTIAL_MATCH,external_audit_v1
